timestamp,open,high,low,close,volume,quote_volume
2025-03-19 00:00:00,82715.03,83280.0,82603.2,83118.0,948.61607,78765028.143518
2025-03-19 01:00:00,83118.0,83166.3,82582.0,82598.7,749.4010499999999,62108485.2411072
2025-03-19 02:00:00,82598.7,82900.0,82547.16,82868.91,424.72904,35139476.3043701
2025-03-19 03:00:00,82868.91,83083.0,82740.94,83037.17,628.95132,52167998.96787
2025-03-19 04:00:00,83037.17,83078.46,82792.91,82952.87,399.46826,33135682.271076802
2025-03-19 05:00:00,82952.88,83320.0,82910.72,83241.99,603.39392,50137206.2055043
2025-03-19 06:00:00,83242.0,83322.81,83117.81,83200.0,354.68616,29514899.3665484
2025-03-19 07:00:00,83200.0,83364.16,83039.99,83190.0,531.22582,44205600.134108104
2025-03-19 08:00:00,83190.0,83500.0,83178.74,83413.01,651.99833,54350120.4272769
2025-03-19 09:00:00,83413.01,83596.47,83360.16,83527.37,851.15994,71077487.08835301
2025-03-19 10:00:00,83527.38,83800.0,83448.62,83467.41,859.93957,71918695.7978633
2025-03-19 11:00:00,83467.41,84119.09,83381.97,83881.4,1193.46598,100031486.0580536
2025-03-19 12:00:00,83881.4,83927.56,83510.21,83748.75,931.05539,77909074.1392999
2025-03-19 13:00:00,83748.75,84343.56,83623.43,84092.16,1810.2392399999999,152090142.5178981
2025-03-19 14:00:00,84092.17,84389.71,83873.05,84318.59,1651.63215,139052533.0230555
2025-03-19 15:00:00,84318.59,84888.0,84111.84,84733.05,1440.0209,121672362.9846969
2025-03-19 16:00:00,84733.05,84826.29,84428.72,84574.01,1422.34293,120329160.2305969
2025-03-19 17:00:00,84574.01,84705.56,83753.39,84230.97,1625.57252,136895803.3151787
2025-03-19 18:00:00,84230.97,85870.01,83578.32,85612.25,4366.47391,369803738.2665699
2025-03-19 19:00:00,85612.24,85950.0,84926.73,85433.38,2451.04868,209410342.1299003
2025-03-19 20:00:00,85433.38,85854.99,85200.1,85353.99,1272.17922,108791888.6414045
2025-03-19 21:00:00,85354.0,85914.71,85331.89,85635.99,480.21091,41122972.4857015
2025-03-19 22:00:00,85636.0,86500.0,85635.99,86158.52,1291.15663,111130888.2443415
2025-03-19 23:00:00,86158.52,87000.0,86158.52,86845.94,1212.0858,105052869.9594688
